Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Voorburg;Willemijn Mom;06-86541679;WillemijnMom@jourrapide.com;Noordzeestraat 181;Utrecht;woensdag 17 juli 2019;Afhalen;woensdag 17 juli 2019;19:24;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 13,90;;€ 0,00;€ 13,90
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 6,95;;;;

Almere Buiten;Darcy Bremmer;06-95603522;DarcyBremmer@gustr.com;Rumbastraat 162;Almere;donderdag 27 april 2017;Bezorgen;donderdag 27 april 2017;19:26;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 71,70;;€ 0,00;€ 71,70
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Tilburg Laarstraat;Alida Schreuder;06-85511739;AlidaSchreuder@teleworm.us;Gerard Mercatorstraat 173;Tilburg;zaterdag 18 maart 2017;Afhalen;zaterdag 18 maart 2017;17:01;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Wijchen;Nore Fieten;06-85185624;NoreFieten@fleckens.hu;Clarastraat 18;Wijchen;woensdag 3 januari 2018;Afhalen;woensdag 3 januari 2018;18:19;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;€ 85,55;;€ 0,00;€ 85,55
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;1;Gehakt, Kaas, Verse Tomaat, Ananas;€ 4,00;€ 15,95;;;;
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 23,80;;;;

Scheveningen;Maher Bekkema;06-74407339;MaherBekkema@fleckens.hu;Leusinkbrink 96;Ruurlo;dinsdag 24 september 2019;Bezorgen;dinsdag 24 september 2019;20:39;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;2;Ananas, Bacon, Chicken Kebab, Kip;€ 5,00;€ 27,90;€ 51,80;;€ 0,00;€ 51,80
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Vlaardingen;Waqas van Zandvoort;06-43566365;WaqasvanZandvoort@fleckens.hu;Burgemeester A. van Walsumlaan 97;Vlaardingen;woensdag 31 oktober 2018;Afhalen;woensdag 31 oktober 2018;19:23;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Roosendaal;Pier van Luijn;06-19001517;PiervanLuijn@einrot.com;Onyxdijk 50;Roosendaal;zaterdag 10 augustus 2019;Bezorgen;zaterdag 10 augustus 2019;18:18;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 37,85;;€ 0,00;€ 37,85
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 13,95;;;;

AC Sevenum;Joah Rensen;06-88567882;JoahRensen@dayrep.com;Heesbeemd 88;Sevenum;woensdag 26 juni 2019;Afhalen;woensdag 26 juni 2019;17:36;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Diemen;Tarkan van Bokhorst;06-54105325;TarkanvanBokhorst@armyspy.com;Heivlinderweg 151;Diemen;vrijdag 14 juni 2019;Afhalen;vrijdag 14 juni 2019;19:44;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;€ 49,80;2e pizza gratis bij afhalen;€ 7,95;€ 41,85
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;2;Ananas;€ 1,00;€ 27,90;;;;

Delft Papsouwselaan;Margaret Schoorlemmer;06-98620102;MargaretSchoorlemmer@teleworm.us;Dirk Costerplein 195;Delft;dinsdag 14 februari 2017;Afhalen;dinsdag 14 februari 2017;20:37;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;€ 34,85;;€ 0,00;€ 34,85
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;1;Tonijn, Gorgonzola, Basilicum;€ 3,00;€ 10,95;;;;
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Leiderdorp;Lino van Krugten;06-66246116;LinovanKrugten@gustr.com;Hubrechtstraat 28;Leiderdorp;woensdag 23 januari 2019;Bezorgen;woensdag 23 januari 2019;19:04;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 46,80;;€ 0,00;€ 46,80
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Rotterdam Vuurplaat;Mads Bastiaens;06-77083605;MadsBastiaens@jourrapide.com;Katendrechtse Lagedijk 175;Rotterdam;zaterdag 1 juli 2017;Bezorgen;zaterdag 1 juli 2017;18:57;Funghi;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;€ 8,95;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 8,95

Schiedam;Zakariae Moors;06-85079434;ZakariaeMoors@cuvox.de;Jan Steenstraat 189;Schiedam;zondag 5 februari 2017;Afhalen;zondag 5 februari 2017;18:24;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 12,95;€ 23,90;;€ 0,00;€ 23,90
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 10,95;;;;

Zoetermeer;Thera Faas;06-69315714;TheraFaas@superrito.com;Lissenvaart 86;Zoetermeer;woensdag 14 november 2018;Afhalen;woensdag 14 november 2018;16:41;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Uden;Eliene Gunther;06-94132586;ElieneGunther@rhyta.com;Oranjepassage 129;Uden;donderdag 8 juni 2017;Bezorgen;donderdag 8 juni 2017;18:13;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 17,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 17,90
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Weert;Ada van Hout;06-79542677;AdavanHout@armyspy.com;Geelgorshof 18;Weert;dinsdag 8 oktober 2019;Bezorgen;dinsdag 8 oktober 2019;19:38;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 15,90;€ 85,60;25% korting op je bestelling;€ 21,40;€ 64,20
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Veggi;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Nootdorp;Valeria Kenter;06-70483609;ValeriaKenter@cuvox.de;Mercuriuslaan 150;Eindhoven;zondag 17 december 2017;Bezorgen;zondag 17 december 2017;19:43;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;2;;€ 0,00;€ 9,90;€ 45,70;;€ 0,00;€ 45,70
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 35,80;;;;

Den Haag Oude Haagweg;Adnan Scheeren;06-15233166;AdnanScheeren@gustr.com;De Fliert 125;Achterveld;dinsdag 26 december 2017;Bezorgen;dinsdag 26 december 2017;19:59;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 17,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 19,90;;;;

Rotterdam Schiebroek;Manish van Hoogdalem;06-22158484;ManishvanHoogdalem@rhyta.com;Rochussenstraat 77;Rotterdam;vrijdag 21 april 2017;Afhalen;vrijdag 21 april 2017;17:16;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;€ 28,85;;€ 0,00;€ 28,85
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 17,90;;;;

Amstelveen;Eloise Binnekamp;06-47435423;EloiseBinnekamp@cuvox.de;Boy Edgarlaan 114;Amstelveen;zaterdag 14 januari 2017;Bezorgen;zaterdag 14 januari 2017;19:02;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;2;Tonijn, Champignons, Spaanse Pepers, Bacon;€ 4,50;€ 32,90;€ 68,70;;€ 0,00;€ 68,70
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;4;;€ 0,00;€ 35,80;;;;

Maarssen;Liselot Brocken;06-49117487;LiselotBrocken@rhyta.com;Jacob le Mairelaan 135;Maarssen;zondag 15 januari 2017;Afhalen;zondag 15 januari 2017;17:36;Beenham;Medium Pizza;Tomatensaus;€ 6,95;1;Pepperoni, Kip;€ 2,00;€ 8,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 10,95;;;;

Oosterhout;Corstiaan van Deuveren;06-68887089;CorstiaanvanDeuveren@teleworm.us;Van Veldekestraat 94;Oosterhout;maandag 14 januari 2019;Afhalen;maandag 14 januari 2019;18:16;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;€ 33,85;;€ 0,00;€ 33,85
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 9,95;;;;

Nootdorp;Berra Sepers;06-90000624;BerraSepers@superrito.com;Elisabethstraat 28;Boxtel;zondag 31 maart 2019;Afhalen;zondag 31 maart 2019;20:08;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;Gehakt, Groene Olijven;€ 2,00;€ 25,90;€ 25,90;;€ 0,00;€ 25,90

Purmerend;Timoteus Lever;06-96742857;TimoteusLever@superrito.com;Gooimeer 101;Purmerend;maandag 1 januari 2018;Afhalen;maandag 1 januari 2018;20:19;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;€ 74,65;;€ 0,00;€ 74,65
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;2;Gorgonzola, Beenham, Chorizo;€ 3,50;€ 20,90;;;;
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Veggi;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;

Osdorp;Abdelhak Hoen;06-35243425;AbdelhakHoen@jourrapide.com;Rubensstraat 6;Deventer;vrijdag 22 juni 2018;Afhalen;vrijdag 22 juni 2018;20:25;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;€ 16,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 16,90
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 7,95;;;;

Veldhoven;Yaşar van Dijkhuizen;06-98947447;YasarvanDijkhuizen@teleworm.us;Nijverheidslaan 43;Veldhoven;vrijdag 14 juli 2017;Bezorgen;vrijdag 14 juli 2017;18:00;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 19,80;€ 76,45;;€ 0,00;€ 76,45
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;4;;€ 0,00;€ 27,80;;;;

Maarssen;Jamy Giesberts;06-25234959;JamyGiesberts@rhyta.com;Fazantenkamp 189;Maarssen;vrijdag 18 mei 2018;Bezorgen;vrijdag 18 mei 2018;20:44;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Breda Graaf Hendrik III Plein;Hermanus van Swaaij;06-31565681;HermanusvanSwaaij@einrot.com;Raak 76;Prinsenbeek;maandag 8 oktober 2018;Afhalen;maandag 8 oktober 2018;18:53;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 43,80;€ 56,75;;€ 0,00;€ 56,75
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Osdorp;Danaë Weststrate;06-11934551;DanaeWeststrate@dayrep.com;Bosstraat 54;Didam;vrijdag 18 augustus 2017;Afhalen;vrijdag 18 augustus 2017;18:07;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;€ 32,85;;€ 0,00;€ 32,85
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 25,90;;;;

Zoetermeer;Petronella Pierik;06-45540125;PetronellaPierik@jourrapide.com;Signaalrood 118;Zoetermeer;zondag 28 oktober 2018;Bezorgen;zondag 28 oktober 2018;17:12;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 11,95;;;;

Lelystad;Kane Bierkens;06-70017249;KaneBierkens@superrito.com;Kogge 184;Lelystad;maandag 13 februari 2017;Afhalen;maandag 13 februari 2017;19:23;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 10,95;€ 44,80;;€ 0,00;€ 44,80
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;

Papendrecht;Thorsten Marskamp;06-36367313;ThorstenMarskamp@cuvox.de;Van der Palmstraat 123;Papendrecht;maandag 29 juli 2019;Bezorgen;maandag 29 juli 2019;19:18;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;4;;€ 0,00;€ 31,80;€ 47,70;;€ 0,00;€ 47,70
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Terneuzen;Chi Eelman;06-81116810;ChiEelman@fleckens.hu;Westerscheldetunnelweg 141;Hoek;zondag 3 juni 2018;Afhalen;zondag 3 juni 2018;20:05;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;€ 65,65;;€ 0,00;€ 65,65
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Four Cheese;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;;;;

Ede;Annelou Grobben;06-62747183;AnnelouGrobben@einrot.com;Edeseweg 170;Wekerom;donderdag 9 februari 2017;Afhalen;donderdag 9 februari 2017;17:29;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;4;;€ 0,00;€ 31,80;€ 70,55;;€ 0,00;€ 70,55
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Sittard;Katrin van Sprang;06-37600445;KatrinvanSprang@rhyta.com;Karel Doormanstraat 45;Grevenbicht;zaterdag 28 oktober 2017;Afhalen;zaterdag 28 oktober 2017;17:18;Veggi;Medium Pizza;Tomatensaus;€ 6,95;4;Beenham, Tonijn, Geitenkaas, Spinazie;€ 5,00;€ 47,80;€ 106,45;;€ 0,00;€ 106,45
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Beenham;Medium Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 35,80;;;;

Vlaardingen;Aylin Aarab;06-70530383;AylinAarab@superrito.com;Curaçaolaan 87;Vlaardingen;woensdag 13 maart 2019;Afhalen;woensdag 13 maart 2019;20:00;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 8,95;€ 54,70;;€ 0,00;€ 54,70
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 35,80;;;;
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;1;;€ 0,00;€ 9,95;;;;

Nootdorp;Cherina Robijn;06-23245157;CherinaRobijn@cuvox.de;Vijfheerenlanden 15;Vianen;maandag 20 mei 2019;Afhalen;maandag 20 mei 2019;19:01;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 15,90;€ 83,50;;€ 0,00;€ 83,50
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 31,80;;;;
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;;;;

Zwolle Bachplein;Moritz Safi;06-39894431;MoritzSafi@superrito.com;MacKayware 195;Zwolle;dinsdag 20 juni 2017;Bezorgen;dinsdag 20 juni 2017;19:49;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Heemskerk;Djay Sterkenburg;06-41796388;DjaySterkenburg@fleckens.hu;Luxemburglaan 114;Heemskerk;donderdag 21 december 2017;Afhalen;donderdag 21 december 2017;16:29;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 21,90;;€ 0,00;€ 21,90
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;1;;€ 0,00;€ 8,95;;;;

Middelburg;Janien van Els;06-57361682;JanienvanEls@fleckens.hu;Piersland 25;Middelburg;woensdag 14 augustus 2019;Afhalen;woensdag 14 augustus 2019;17:09;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;2;;€ 0,00;€ 25,90;€ 61,70;;€ 0,00;€ 61,70
;;;;;;;;;;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;2;Champignons;€ 1,00;€ 15,90;;;;
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Rotterdam Noord;Matthéüs Schuijt;06-14470630;MattheusSchuijt@jourrapide.com;Bouwmanstraat 125;Rotterdam;vrijdag 7 september 2018;Afhalen;vrijdag 7 september 2018;17:24;Tonno;Italian Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 7,95;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;;;;

Zaandam;Emilie Ludwig;06-93412513;EmilieLudwig@einrot.com;Bredeweg 22;Nederweert;maandag 30 april 2018;Afhalen;maandag 30 april 2018;18:36;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;1;;€ 0,00;€ 13,95;€ 84,60;;€ 0,00;€ 84,60
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;4;Spinazie;€ 1,00;€ 31,80;;;;
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;1;;€ 0,00;€ 12,95;;;;

Nieuwegein;Lennon Paffen;06-56136250;LennonPaffen@armyspy.com;Polderhoeve 166;Nieuwegein;zaterdag 17 november 2018;Afhalen;zaterdag 17 november 2018;19:03;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 41,80;;€ 0,00;€ 41,80
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 25,90;;;;

Ede;Josien Maaskant;06-12084662;JosienMaaskant@einrot.com;Glindhorst 16;Ede;donderdag 3 mei 2018;Bezorgen;donderdag 3 mei 2018;18:00;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;2;;€ 0,00;€ 23,90;€ 55,70;;€ 0,00;€ 55,70
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;

Gorinchem;Egberdina Mahmood;06-29139476;EgberdinaMahmood@jourrapide.com;Langendijk 131;Gorinchem;woensdag 18 oktober 2017;Bezorgen;woensdag 18 oktober 2017;16:44;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;2;;€ 0,00;€ 21,90;€ 77,65;;€ 0,00;€ 77,65
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;;;;

IJmuiden;;;;;;woensdag 9 januari 2019;Bezorgen;woensdag 9 januari 2019;17:57;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;1;;€ 0,00;€ 12,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 6,95;;;;

Valkenswaard;Rüveyda Poels;06-31573683;RuveydaPoels@teleworm.us;Elviradal 100;Valkenswaard;vrijdag 28 april 2017;Bezorgen;vrijdag 28 april 2017;20:58;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;€ 27,85;;€ 0,00;€ 27,85
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;1;;€ 0,00;€ 11,95;;;;

Landgraaf;Lorenzo Boelhouwer;06-68926289;LorenzoBoelhouwer@gustr.com;Nieuwenhagerstraat 81;Landgraaf;donderdag 21 december 2017;Bezorgen;donderdag 21 december 2017;16:03;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;2;;€ 0,00;€ 11,90;€ 47,70;;€ 0,00;€ 47,70
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 35,80;;;;

Maastricht;Nesrin Verweij;06-68518119;NesrinVerweij@superrito.com;Ankerkade 145;Maastricht;woensdag 6 februari 2019;Bezorgen;woensdag 6 februari 2019;20:41;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 10,95;€ 60,70;;€ 0,00;€ 60,70
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;2;;€ 0,00;€ 23,90;;;;

Wijchen;Rudolph Banga;06-66675956;RudolphBanga@einrot.com;Marktpad 187;Wijchen;woensdag 28 maart 2018;Bezorgen;woensdag 28 maart 2018;16:03;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;1;;€ 0,00;€ 6,95;€ 52,65;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 50,65
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Beenham;Medium Pizza;Tomatensaus;€ 6,95;4;;€ 0,00;€ 27,80;;;;

Brunssum;Milika Roossien;06-30403370;MilikaRoossien@gustr.com;Willem-Alexanderstraat 11;Brunssum;zondag 20 augustus 2017;Bezorgen;zondag 20 augustus 2017;16:30;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;2;;€ 0,00;€ 15,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;2;;€ 0,00;€ 21,90;;;;

